[2026-01-17 15:07:56 INF] [] Configuring services
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The northwestern corner of the ledge[7106]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The narrow ledge[7107]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The narrow ledge[7108]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The narrow ledge[7109]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The narrow ledge[7110]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The southwestern corner of the ledge[7111]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: An odd intersection[7112]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The narrow ledge going east to west[7113]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Mid-air[7114]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Broad ledge[7115]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The northeastern corner of the ledge[7116]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The narrow eastern ledge[7117]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The narrow eastern ledge[7118]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The narrow eastern ledge[7119]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The narrow eastern ledge[7120]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The southeastern corner of the ledge[7121]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Under the pit[7122]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Under The Shaft[7123]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The sewer line.[7129]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The sewer pipe.[7130]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Mid-air[7190]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Edge of the Water[7199]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Treasury[7200]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The inner Lair[7201]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Lair[7202]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Lair[7203]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Lair[7204]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Lair[7205]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The lair.[7206]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The lair.[7207]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The lair entrance.[7208]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The crawlway.[7209]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The four-way junction.[7210]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The small cave.[7211]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The sewer drain.[7212]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The sewer drain.[7213]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The drain end.[7214]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The half-wet drain.[7215]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Under water in the sewer.[7216]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The half-dry drain.[7217]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The very small room.[7218]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: A dry sewer drain.[7219]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: A boring drain.[7220]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The sewer drain.[7221]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The sewer drain.[7222]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The sewer bend.[7223]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The sewer junction[7224]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The sewer[7225]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The strange sewer[7229]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The damp sewer[7230]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The strange sewer[7231]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The sewer[7232]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The sewer drain[7233]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The rat's lair[7234]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Wall of the Abyss[7279]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The entrance.[7280]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The corridor.[7281]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Realm of lost souls[7282]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The T-crossing[7283]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The firedeath[7284]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The tortureroom.[7285]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The hells yard[7286]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Entrance to the Realm of silence[7301]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: On the walls of the Abyss[7399]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Cave entrance[7400]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Cave tunnel[7401]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Cave room[7402]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Cave T-cross[7403]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Cave turning-point[7404]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The secret room[7405]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The mudhole[7406]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Tunnel[7407]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The long tunnel[7408]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The hot room[7409]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The small room[7410]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The stalagmite cave[7411]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The stalagmite tunnel[7412]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The spongy room[7413]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The stalagmite T-cross[7414]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The blind end room[7415]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The treasure room[7416]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The square lair[7417]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The square lair[7418]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The square lair[7419]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The lair end[7420]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: East tunnel[7421]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: North tunnel[7422]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The L-shaped room.[7423]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Circular hall.[7424]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Dusty tunnel[7425]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The crossing[7426]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The L-shaped room[7427]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Dragons lair[7428]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The burned room[7429]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The wind tunnel[7430]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The glittering room[7431]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The secret passageroom[7432]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: End of long tunnel[7433]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Stair-room[7434]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Dark tunnel[7435]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Entrance to lair[7436]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: North-eastern part of Basilisks cave[7437]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: South-eastern part of basilisks cave[7438]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: North-western part of basilisks cave[7439]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: South-western part of basilisks cave[7440]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The small cave[7441]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The northern end of the pool[7442]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The pool[7443]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The south end of the pool[7444]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The pool[7445]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Outside Redferne's residence[7900]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Southern end of the hall[7901]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Redferne's Library[7902]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Artifact room of Naris[7903]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Northern end of the hall[7904]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Sitting room of Naris[7905]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Kitchen of Naris[7906]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Larder[7907]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Fridge[7908]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: On the stairs[7909]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Treasure room[7910]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Redferne's Bedroom[7911]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Balcony of Redferne's Residence[7912]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Monster Pen[7913]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: On the Huge Chain[7914]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: On the Great Chain of Naris[7916]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Mighty Chain of Naris[7918]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Entrance to Mud School[3700]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: A Room in Mud School[3701]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Center Room[3702]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: A Room in Mud School[3703]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: A Room in Mud School[3704]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: A Room in Mud School[3705]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: A Room in Mud School[3707]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: A Room in Mud School[3708]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: A Room in Mud School[3709]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Blob Cage[3710]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: A Room in Mud School[3711]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Cage Room[3712]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: A Cage[3713]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: A Cage[3714]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: A Cage[3715]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: A Cage[3716]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: A Room in Mud School[3717]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Store in Mud School[3718]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: A Room in Mud School[3719]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Darkened Room[3720]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The End of Mud School![3721]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: South Wall of Arena[3722]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: South Wall of Arena[3723]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: South West Corner of Arena[3724]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: South Wall of Arena[3725]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: South East Corner of Arena[3726]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: West Wall of Arena[3727]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Arena[3728]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Arena[3729]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Arena[3730]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: East Wall of Arena[3731]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: West Wall of Arena[3732]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Arena[3733]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Center of Arena[3734]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Arena[3735]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: East Wall of Arena[3736]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: West Wall of Arena[3737]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Arena[3738]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Arena[3739]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Arena[3740]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: East Wall of Arena[3741]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: North West Corner of Arena[3742]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: North Wall of Arena[3743]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: North Wall of Arena[3744]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: North Wall of Arena[3745]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: North East Corner of Arena[3746]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The Center of the Dungeon[3748]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The North West Corner of the Dungeon[3749]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The North Wall of the Dungeon[3750]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The North East Corner of the Dungeon[3751]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The West Wall of the Dungeon[3752]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The East Wall of the Dungeon[3753]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The South West Corner of the Dungeon[3754]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The South Wall of the Dungeon[3755]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: The South East Corner of the Dungeon[3756]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: A Room in Mud School[3757]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Furey's Training Room[3758]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Zump's Guild Room[3759]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: A Safe Room[3760]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Dimly Lit Path[101]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Dimly Lit Path[102]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Dimly Lit Path[103]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Entrance to Smurf Village[104]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Smurfy Road[105]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Smurfy Road[106]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Smurfy Road[107]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Smurfy Road[108]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Smurfy Road[109]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Smurfy Road[110]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Smurfy Road[111]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Smurfy Road[112]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Stone Path[113]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Smurfy Road[114]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Smurfy Road[115]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Smurfberry Patch[116]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Smurfberry Patch[117]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Smurfberry Patch[118]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Brainy Smurf's Home[119]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Handy Smurf's Home[120]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Hefty Smurf's Home[121]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Sleepy Smurf's Home[122]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Grumpy Smurf's Home[123]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Jokey Smurf's Home[124]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Papa Smurf's Home[125]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Path to Gargamel's Castle[126]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Outside Gargamel's Castle[127]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Gargamel's Castle[128]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Smurfette's House[129]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Stone Archway[10401]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Ancient Room[10402]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Dark Stairway[10403]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Landing[10404]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Gateway to Hell[10405]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Hall of the Damned[10406]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Hall of the Damned[10407]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Hall of the Damned[10408]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Hall of the Damned[10409]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Hall of the Damned[10410]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Mural of the Dead[10411]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Living Walls[10412]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Trapped souls[10413]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Tortured Beings[10414]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Gluttony[10415]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Greed[10416]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Bedroom.[10417]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Ancient Shrine[10418]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Room full of Body Parts.[10419]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Fountain of Blood.[10420]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Bloody Stairway.[10421]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Ancient Room[10422]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Room of Lost Souls[10423]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Room of Lost Souls[10424]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Pit of Fire[10425]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Blackened Hallway[10426]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Blackened Hallway[10427]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Blood Room[10428]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Living Walls[10429]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Skeleton Factory[10430]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Bottom of Stairway[10431]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Stone Hall[10432]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Cell[10433]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Stone Hall[10434]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Stone Hall[10435]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Stone Hall[10436]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Cell[10437]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Stone Hall[10438]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Stone Hall[10439]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Cell[10440]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Hidden Room[10441]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Stone Hall[10442]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Stone Hall[10443]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Stone Hall[10444]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Cell[10445]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Stone Hall[10446]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Stone Hall[10447]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Stone Hall[10448]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Cell[10449]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Hot Stairs[10450]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Crack in Wall[10451]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Stone Arch[10452]
[2026-01-17 15:07:58 DBG] [Mud.Server.Room.Room] Room.Recompute: Hall of Fire[10453]
